5.643526826706140032e-01,7.871346386863296019e-01,5.658010014089033257e-01,3.030156718561530238e-01,8.410158292097718036e-01,2.031811378118789646e-01,1.121133911286642006e-02,3.810351889794331148e-01,3.803144307788732803e-01,8.062038871244311400e-01,6.719963643439020862e-01,7.223680439812545373e-01
3.292570485469821784e-01,4.338714890947985570e-01,1.963980261920409698e-01,9.997864281274362885e-02,1.329785328404414768e-01,-4.336891389941072705e-01,1.090410266707276810e-01,5.283918614173565426e-02,4.374212130775989582e-01,1.424834949467866929e-01,2.090006989499963164e-01,2.130216020841057267e-01
2.502505371713616533e+00,1.349710958345029244e-01,1.293478962885355132e+00,-1.487220238724586308e+00,-3.442749955942997486e-01,3.864250268930750631e-01,-8.737112627518387464e-01,6.695799110219660122e-01,-7.866200813519448332e-01,-3.605968686953128777e-01,-1.284006697680818654e+00,-1.107663252425583389e+00
-7.727315020022655634e-02,-1.028543126686163989e+00,1.046764954791052027e+00,-1.338932069215836407e+00,1.199200238436971766e+00,-2.328271488152333202e+00,-7.896884559223782407e-01,-1.030195043649043823e-02,1.678212841702880986e+00,1.869301348415366715e-01,9.726030080153221791e-01,8.442958782283295216e-01
-3.691044775833600133e-01,-2.244406391727031824e+00,7.917533058511881938e-01,2.303041657582733381e-01,2.687716121960738794e-02,1.640250515566692713e-01,1.192098345456275299e-01,1.734061648687029999e-01,6.840951611717938086e-01,1.509694273970012990e+00,1.171029305388051056e-01,1.618905541395404268e-01
4.742419377955566784e-01,1.150262970237216353e-01,-7.011296758644282034e-01,4.592472904549901869e-02,-7.253267844468862524e-01,3.370638968027080407e-01,4.640223412015249127e-01,-4.982881606404512137e-02,-1.889407523649106746e-01,2.955638942996519081e-01,-6.511414672823871985e-01,-1.468037607288345814e-01
-5.621529725261679156e-01,-2.169501684564430488e-01,4.963522831182044792e-02,-1.024919082806543091e+00,-7.317891893520681590e-01,-2.357096532375404507e-01,7.730875104980075019e-01,3.221250084104296807e-01,-6.134661678606302404e-01,-2.091468042964522989e-01,5.578348315387277739e-02,1.929504276128640380e-02
1.770839137760826243e-01,2.912910986540183378e-02,3.672104938404924801e-01,3.433841904564280401e-01,2.143461160110411989e-01,4.671973263971323509e-01,2.009639811852028390e-01,4.251146500446403853e-01,-3.228115813967367270e-02,3.124166453651934239e-01,3.634424848345672032e-01,3.716516093689898881e-01
-1.363448245214615717e+00,-5.876187851325708200e-01,-2.086607418588085405e+00,3.154984661108847233e-01,-8.461777734780338012e-01,2.744648034676047330e-02,1.101513754819266833e+00,5.785781362344543099e-01,-1.043519015539583483e+00,5.939706198117108427e-01,1.733645326329308345e-01,6.029518492834188594e-03
-4.532889244148650132e-01,6.132013179522731727e-01,1.061024901509181467e-01,3.389454335308528243e-01,4.730228741687665384e-01,-8.760017756661825361e-01,-1.823475904653508284e+00,4.686141333922953511e-01,8.602133983684528973e-01,-1.442712710805212906e+00,2.159353589544863172e-01,2.683823241920042513e-01
9.139079540884302855e-01,-3.748263742617105043e-01,-2.465763014666138564e-01,1.688957993856169890e-02,-7.075902833742598874e-01,-5.904392747799778185e-01,1.331516954724695223e+00,-9.556054560492062144e-01,-7.852159779416958418e-01,-1.040454348098394544e+00,-2.594150107859913845e-01,2.030208258498091695e-02
7.087213451362077699e-01,-5.203656813972905582e-01,4.832574704860721493e-01,7.390559225628200446e-01,2.189704491914755691e-01,7.362299139262554748e-01,6.821242167954588709e-01,-1.786160898383648554e-01,-8.625283308653817205e-01,6.744944784459022680e-01,5.402537753791156749e-01,5.597784427529635121e-01
-6.936431622710552691e-01,-3.456167649663478558e-01,-1.297938374311176091e-01,-5.411200304566783637e-02,-1.451480330274411987e-03,6.748866816436391303e-02,1.503149881937526806e-02,-2.444337404153834881e-01,-5.226515766887811498e-01,-4.614611230283445775e-01,-6.202419202541258336e-01,-1.960061815669545682e-01
2.888221400075018375e-01,-8.606919765018623547e-01,7.978088782239204368e-01,-9.310349570862181956e-01,1.067875065598714146e+00,-4.273179990516940419e-01,-9.636511422540821048e-01,-1.422072924025895357e+00,-7.700490556439356649e-01,-1.984091106714866992e+00,3.607603414802440511e-01,5.123779657892564288e-01
-1.836332017061335573e-02,-7.113323282612625809e-01,-4.096758688313652530e-01,-1.056035079271871346e+00,-2.995518827307383503e-01,-8.776459695190427790e-02,-5.671307361772848221e-01,-1.069945348173398703e+00,-9.775455985384903235e-01,-1.546864509817092115e+00,-5.257653291687108821e-01,-5.144028634990538418e-01
-8.490220671639002736e-01,1.440686360981802139e-01,1.031872803761526292e-01,-1.582637720243790902e+00,-3.018390577958235399e-01,8.280158281904576034e-01,1.441379693514287963e+00,-1.848779337587764249e-01,5.215415308070981970e-01,5.650637597775114429e-01,2.560583884517427244e-01,1.491117327684196858e-01
1.047610540133518953e-01,2.291812338083585587e-01,5.415576225405925870e-01,-2.993299457777076067e-01,6.099465050165788771e-01,-3.945369153419820973e-01,3.383875190802674848e-01,4.853675158093358477e-01,3.732070412762571454e-01,-5.575577210633652081e-01,5.239508684997575827e-01,4.875618319763939668e-01
